,pos1,neg1,pos2,neg2,prompt,denoise,noise,x_shift,y_shift,zoom,rotation,seed_start,seed_end,seed_str,pos_prompt,neg_prompt
0,,,,,1.0,0.4,0.1,0.0,0.0,1.0,0.0,3562000328.0,,0,"To thirty fingers, to the end again., :1.0 AND To thirty fingers, to the end again., :0.0",", :1.0 AND , :0.0"
1,,,,,0.9933333333333333,0.4,0.1,0.0,0.0,1.0,0.0,3562000329.0,,0,"To thirty fingers, to the end again., :0.9933333333333333 AND To thirty fingers, to the end again., :0.00666666666666671",", :0.9933333333333333 AND , :0.00666666666666671"
2,,,,,0.9866666666666667,0.4,0.1,0.0,0.0,1.0,0.0,3562000330.0,,0,"To thirty fingers, to the end again., :0.9866666666666667 AND To thirty fingers, to the end again., :0.013333333333333308",", :0.9866666666666667 AND , :0.013333333333333308"
3,,,,,0.98,0.4,0.1,0.0,0.0,1.0,0.0,3562000331.0,,0,"To thirty fingers, to the end again., :0.98 AND To thirty fingers, to the end again., :0.020000000000000018",", :0.98 AND , :0.020000000000000018"
4,,,,,0.9733333333333334,0.4,0.1,0.0,0.0,1.0,0.0,3562000332.0,,0,"To thirty fingers, to the end again., :0.9733333333333334 AND To thirty fingers, to the end again., :0.026666666666666616",", :0.9733333333333334 AND , :0.026666666666666616"
5,,,,,0.9666666666666667,0.4,0.1,0.0,0.0,1.0,0.0,3562000333.0,,0,"To thirty fingers, to the end again., :0.9666666666666667 AND To thirty fingers, to the end again., :0.033333333333333326",", :0.9666666666666667 AND , :0.033333333333333326"
6,,,,,0.96,0.4,0.1,0.0,0.0,1.0,0.0,3562000334.0,,0,"To thirty fingers, to the end again., :0.96 AND To thirty fingers, to the end again., :0.040000000000000036",", :0.96 AND , :0.040000000000000036"
7,,,,,0.9533333333333334,0.4,0.1,0.0,0.0,1.0,0.0,3562000335.0,,0,"To thirty fingers, to the end again., :0.9533333333333334 AND To thirty fingers, to the end again., :0.046666666666666634",", :0.9533333333333334 AND , :0.046666666666666634"
8,,,,,0.9466666666666667,0.4,0.1,0.0,0.0,1.0,0.0,3562000336.0,,0,"To thirty fingers, to the end again., :0.9466666666666667 AND To thirty fingers, to the end again., :0.053333333333333344",", :0.9466666666666667 AND , :0.053333333333333344"
9,,,,,0.94,0.4,0.1,0.0,0.0,1.0,0.0,3562000337.0,,0,"To thirty fingers, to the end again., :0.94 AND To thirty fingers, to the end again., :0.06000000000000005",", :0.94 AND , :0.06000000000000005"
10,,,,,0.9333333333333333,0.4,0.1,0.0,0.0,1.0,0.0,3562000338.0,,0,"To thirty fingers, to the end again., :0.9333333333333333 AND To thirty fingers, to the end again., :0.06666666666666665",", :0.9333333333333333 AND , :0.06666666666666665"
11,,,,,0.9266666666666666,0.4,0.1,0.0,0.0,1.0,0.0,3562000339.0,,0,"To thirty fingers, to the end again., :0.9266666666666666 AND To thirty fingers, to the end again., :0.07333333333333336",", :0.9266666666666666 AND , :0.07333333333333336"
